Date,XLE_return_21d_forward,XLF_return_21d_forward,XLV_return_21d_forward,XLI_return_21d_forward,XLB_return_21d_forward,XLRE_return_21d_forward,XLK_return_21d_forward,XLC_return_21d_forward,XLY_return_21d_forward,XLP_return_21d_forward,XLU_return_21d_forward
2010-03-19,0.055353716525693895,0.06477753818780053,-0.009032808127458271,0.05031882138083678,0.03455245257534885,0.031579841108217495,0.04797503348830371,0.026196412629223693,0.07289450981525468,0.011813347650733955,0.009301818431429557
2010-03-22,0.056983515319061054,0.05369984253228022,-0.0332008001058696,0.054169296979209774,0.01732016482584524,0.03981765352897739,0.04263251164650068,0.008304805981093913,0.06703598096068539,0.006784482937777648,0.01699243363183352
2010-03-23,0.05561660173684402,0.05088449467063207,-0.049648734022618546,0.05206094868637799,0.014221856248612368,0.05703038533153339,0.03559671251042742,-0.0007025513898699491,0.08090873516140529,-0.0010671735482774018,0.016266180368261843
2010-03-24,0.08518307677345201,0.05323955899551294,-0.028923875422190163,0.06518273643751739,0.026043070483684615,0.06680640966719081,0.04284867012687598,0.010234816878243316,0.08571216202335984,0.003574377653938355,0.03456622029017451
2010-03-25,0.09877475949156987,0.03323386028577054,-0.035469322724847104,0.06793813480646688,0.0504556436365461,0.07154813627259225,0.039869176141627764,0.02026392032656697,0.0877451000894268,0.0028644762914425935,0.037412372997814185
2010-03-26,0.06723200217456425,-0.002503418859017715,-0.0396472222212311,0.04096353369126039,0.005920769876823232,0.04296707874486005,0.02490466020794548,0.0075026722871570535,0.05444902836023793,-0.015526738563797994,0.017836717861882234
2010-03-29,0.05810050979716958,0.010555794605547782,-0.043747154673786495,0.03907357384560268,0.007317341678236364,0.042021587171825144,0.024830232027027572,0.006568911168200049,0.049494573404318024,-0.012199729646531796,0.015973368285774718
2010-03-30,0.05768258158801726,0.03941384152264437,-0.03022894271074934,0.0599134511358809,0.014849326982050543,0.08451907179461873,0.03060145321979008,0.012864860008993796,0.07229243334542017,-0.010737750759175737,0.019650870006785195
2010-03-31,0.04071103595860847,0.013080478843046906,-0.03968151148509916,0.041692368494378386,0.002061521364566338,0.06192338355726991,0.012475353808208961,0.007974052801755564,0.05854490255516184,-0.010798873513221082,0.02595764106533962
2010-04-01,0.03441964080442898,0.023964390841851202,-0.04042234994793194,0.055071191187604354,-0.015771312528154897,0.08781082868451365,0.027797497591978776,0.008961016273565627,0.07146912840361626,-0.011449306338701955,0.02496060768227172
2010-04-05,-0.01029097318397856,-0.013639430852171598,-0.04345066118651867,0.015664332864603583,-0.06322244085589916,0.04350611825687414,-0.012942484917368156,-0.024775878235200624,0.029730105405422355,-0.02157558687509415,0.0016515827783658513
2010-04-06,-0.026187846816549183,-0.02968657378753836,-0.03959335551859308,0.002522223103097117,-0.07228456717081916,0.009364483504200454,-0.01815090352293085,-0.022920037507776457,0.013924777682412686,-0.014740859545271448,-0.013533666136749174
2010-04-07,-0.05094557580700824,-0.06899270279107889,-0.062419501911483,-0.025399388874102192,-0.09940244790839167,-0.00985991320083043,-0.0448421974323949,-0.03634151346422494,-0.018737163976499313,-0.033603963861855525,-0.03162053421036165
2010-04-08,-0.07377015872110008,-0.08811561765563604,-0.0720387333166238,-0.05095979640398137,-0.11288132465239009,-0.02724123172824625,-0.06883953929855038,-0.06425649984653024,-0.04674621728250452,-0.04210725164785602,-0.031125725839702214
2010-04-09,-0.04250886661474344,-0.03757761157443745,-0.04985061265376024,-0.0009446435911690357,-0.068154119628963,0.020828024629559655,-0.03158379133623206,-0.04083638802791132,-0.003243844092787764,-0.01871928398046734,-0.007968048048256638
2010-04-12,-0.051494968706852114,-0.04557430681892129,-0.04900938515758129,-0.005983200242403675,-0.07765083468732453,0.028548237827977368,-0.040326276670322646,-0.038280065087342566,-0.0035391375572900218,-0.0222867387761973,-0.008611992406215971
2010-04-13,-0.03421371246909132,-0.03489798067317785,-0.04177265837914047,0.014316983384205876,-0.05331463198378849,0.022177203441299663,-0.017525456072313508,-0.01824863159805483,0.005548443292883552,-0.012199729646531796,0.004961633716465227
2010-04-14,-0.0501335212968402,-0.07867515016747374,-0.049134761146116035,-0.01402578035764762,-0.0758049969907526,0.007942294601564506,-0.046599543925210436,-0.01873166573750559,-0.032530210806380105,-0.019781308681328907,-0.000331365802778578
2010-04-15,-0.07003528250965271,-0.1009204776309668,-0.05989806577581881,-0.04482794703982911,-0.10050523744973085,0.0017509615385006034,-0.07062771867676852,-0.030760250109886235,-0.05366852306455492,-0.027488395650430382,-0.008317762261174408
2010-04-16,-0.06334751611422781,-0.06307247216344664,-0.053908835657863294,-0.03101511092597939,-0.08317913895319273,0.02124815261145712,-0.052336022148840755,-0.014215079766371742,-0.0328289080891101,-0.01261948231575446,0.00434922384886359
2010-04-19,-0.07245187250287995,-0.10186891613628749,-0.07013599677175303,-0.041759311154562516,-0.10071247032143583,-0.008354912231393537,-0.06965465581389065,-0.022436995111514382,-0.05338999179915348,-0.022375737585184394,-0.0063830707370210425
2010-04-20,-0.1032707094873861,-0.11375882421468572,-0.0746857682210091,-0.06602101854106417,-0.1039103980092217,-0.032309211124694766,-0.08280000373405867,-0.03683360078431696,-0.07166062743206347,-0.027784397708654287,-0.02919160382331671
2010-04-21,-0.14799671804707687,-0.15505205993708177,-0.0888659832414072,-0.11728498705828493,-0.14776847964713827,-0.1004160962893752,-0.11720923070171586,-0.06450342832908298,-0.11585659604268161,-0.05787029520516165,-0.06060441762342247
2010-04-22,-0.1331778394923325,-0.12596061035117648,-0.07490138430938989,-0.11240553790509503,-0.13328469276950192,-0.08298829453607738,-0.11222972687378956,-0.05993260667379109,-0.11620613022445386,-0.05410645145729366,-0.05934960775282154
2010-04-23,-0.18003718640454347,-0.15783265331734703,-0.08727234208043656,-0.13353119492384063,-0.15944871619378206,-0.11622405072272465,-0.11939334686587257,-0.06566276054262396,-0.12400488143061299,-0.058776067344133806,-0.0766994983416249
2010-04-26,-0.17433824782914217,-0.1331854313542841,-0.08087576295952494,-0.13633255576292394,-0.14711337185792966,-0.11212970199344394,-0.12095821298999815,-0.06000916354438462,-0.12171976766276733,-0.06843110880793933,-0.0784048983602781
2010-04-27,-0.14527068931589954,-0.10563887770798534,-0.0755140579255386,-0.10986440819442658,-0.11796757907188232,-0.08390548594262896,-0.11112651867044238,-0.05769252256393482,-0.09551051975381006,-0.057287033237640755,-0.0615630430759229
2010-04-28,-0.11385050720622858,-0.07567732492715555,-0.06182034239767995,-0.08372832913705815,-0.09123539040142543,-0.03449972998287429,-0.08053625362034916,-0.034200689183878245,-0.0567697782083622,-0.045043116471994014,-0.052875391797021554
2010-04-29,-0.13404987975682098,-0.12050392499517705,-0.08017598255483642,-0.11958391757569867,-0.11796327793996081,-0.09010987617095081,-0.09891656384163044,-0.05340602409755063,-0.09398927082647553,-0.053208052018575404,-0.05282199926373772
2010-04-30,-0.17027631744292615,-0.11739627271981136,-0.07845203109292874,-0.11816686523435316,-0.13290087649079513,-0.07812446053252785,-0.08751631660037519,-0.06470327143673534,-0.08821344954959566,-0.049713485262145383,-0.0803435970863449
2010-05-03,-0.13913542336275683,-0.10556254122271956,-0.06181400194475052,-0.11234205189779396,-0.10186706327752129,-0.08681186753110338,-0.07895350485434148,-0.04782877380351547,-0.08333230912284988,-0.03851551896237016,-0.07228878837081212
2010-05-04,-0.09865677803241334,-0.083273096872831,-0.05018509359904901,-0.07551991302614461,-0.07864581117686678,-0.06568918134531157,-0.03986338549064063,-0.017350589678856172,-0.050255695943889296,-0.026894649821805294,-0.04454230115220468
2010-05-05,-0.11858031482650487,-0.11848947208078947,-0.08317087240777445,-0.1107625947529354,-0.11169595211787994,-0.10732767961082092,-0.06812155261120802,-0.04540777078110607,-0.07544485258062666,-0.05739297517913886,-0.06771210044547907
2010-05-06,-0.09263822474731737,-0.09550718873724484,-0.05739255963164775,-0.1031561818047885,-0.09629567355499907,-0.07145910843727582,-0.05214573041283928,-0.030092544065533793,-0.05841519538642895,-0.03978556451280367,-0.033712914001835
2010-05-07,-0.05686936659289283,-0.06361113203410453,-0.041565330088977205,-0.07034976768818832,-0.06263435844171211,-0.03716647665881147,-0.02797376395107904,-0.0011286620171817375,-0.03156804252432408,-0.016971894831737104,-0.015235066892977945
2010-05-10,-0.10916549309786946,-0.12843322512134273,-0.07269766100536072,-0.126045246881811,-0.10771420424690666,-0.09599120592898347,-0.07813954413647066,-0.030817580357544186,-0.08117516821713396,-0.04762800054393309,-0.051293453397207506
2010-05-11,-0.05355058696404247,-0.09235323643890696,-0.05188065409098614,-0.08534731005664421,-0.05982919823568014,-0.056136457531512224,-0.047574508404213914,-0.00787213800562585,-0.047490847513194226,-0.030260782629633914,-0.02902672513104899
2010-05-12,-0.061230391384182195,-0.10087074653359801,-0.05179017510594439,-0.10378202233707157,-0.06927503749343038,-0.06191494869227817,-0.06456733150113507,-0.01713104522847694,-0.06279304900572139,-0.04542018825223728,-0.03662467143433049
2010-05-13,-0.05997163941437679,-0.08678054527779054,-0.039272929913940345,-0.08923976131543465,-0.0640858470859172,-0.03683481591977021,-0.051638816523325866,-0.02072713639452588,-0.037328259101804644,-0.03361333373195011,-0.02652492579511192
2010-05-14,-0.011085530607334818,-0.03716448299034209,-0.008713407228326529,-0.03823387574640921,-0.014989903320003864,0.01600339976953659,-0.006266532167791247,0.011133010187115561,0.003024783365086846,-0.014032631082948808,0.0010021724662833127
2010-05-17,-0.0014384885053401386,-0.0371392110295581,-0.005017785105085748,-0.03833410021290175,-0.016276301520596705,0.010264612737497222,-0.00847318167936911,0.0017882223751122044,-0.011490357358498262,-0.03132784001547096,0.006321262507420101
2010-05-18,0.00523706195738893,-0.009427620138966131,0.004363428736647151,-0.022716740847395948,-0.004518726733969899,0.03763694232220637,0.010316511479548502,0.008071495857564481,0.0012252393461293142,-0.016559680000843128,0.02331897170836863
2010-05-19,0.022878083987171637,-0.0052900405458069484,0.0013540005512550106,-0.006033021333960005,0.0011840170638404625,0.0431727347794011,0.017965397427267493,0.013144976681766982,0.00414215513967311,-0.017670631072863235,0.034379666426277905
2010-05-20,0.06643599146751829,0.04064509258518907,0.03151823059713745,0.04012904652238117,0.05377827935761437,0.08556415233934386,0.04309481770332457,0.042442059909360154,0.035718183837195654,0.009785837432207423,0.05779391199610841
2010-05-21,0.019511080062103787,-0.009492503898787055,0.019205482249213986,0.001502294069800847,0.004409631464348769,0.025108100763177408,0.027007483355162315,0.027423934721086063,-0.00437421855700516,-0.0049444969999141155,0.02815512423380651
2010-05-24,0.03493517575920523,0.014582828153537683,0.017522897741214426,0.01281239755927776,0.02365368641765735,0.046006872722539956,0.029854667035301517,0.03933614452550349,0.001947910072467819,0.008662632607942358,0.028669392602654453
2010-05-25,0.01145127620687164,-0.012529659580314738,0.014462782211892539,-0.00411132018789263,-0.01858718931889608,0.014783380828676841,0.012407787503094745,0.020710778798861875,-0.03227710248206926,0.00829736549187766,0.02841669420452746
2010-05-26,0.016431412824233292,0.021410159850673467,0.025265330707931768,0.0014553461365065454,0.004077515751335163,0.04392532705823694,0.02138079395442206,0.030451981409723886,-0.026205232034714584,0.00444884504040676,0.033288526727757034
2010-05-27,-0.03872619059420254,-0.03246819859111083,0.003345013035189395,-0.03869649555111764,-0.04604308733778035,-0.020420716872854818,-0.010313104893976369,0.007298217754871211,-0.06899538278521827,-0.007304245675749618,0.020880905028756242
2010-05-28,-0.053263554146203,-0.0467590761736177,-0.010288425105454978,-0.06468856267458069,-0.06597809358017394,-0.03792033056656337,-0.03991221946533092,-0.008160138082066433,-0.08996293893633066,-0.018605487696313455,-0.0006956980214961479
2010-06-01,-0.012415346186840388,-0.03765055609688588,-0.007264759359956667,-0.048680250677310306,-0.043423339532291515,-0.02821655333626747,-0.04572530653547503,-0.0005649222969642047,-0.08699260430104423,-0.023360544900379032,0.016526288805607116
2010-06-02,-0.05847233548772597,-0.07794323789148094,-0.03729599145051431,-0.07718624618499312,-0.07952473128430451,-0.051934851026329686,-0.07180592094538743,-0.023015382346274243,-0.10357185824908874,-0.03837360856700014,-0.008870161529234755
2010-06-03,-0.07427770149436842,-0.0842951558149817,-0.040606463604427344,-0.09440024638602797,-0.07307979359002094,-0.06861978406217727,-0.08327451552807677,-0.03242536636774883,-0.11823147578473649,-0.04378970405299761,-0.01821037493125076
2010-06-04,-0.028783301310577176,-0.03754516072623788,-0.0058751576390142736,-0.044481332271657965,-0.03161436485517892,-0.03247940909952778,-0.04085650056867739,-0.0022597471790817324,-0.07872953451453679,-0.011042995465685703,0.023564929045688618
2010-06-07,0.014673924581844099,0.025613422713520767,0.014866949386050723,0.01567964472571245,0.025521700504171584,0.01917668141044805,0.005424287158387616,0.03266729765240261,-0.031665470456053744,0.015617710938630274,0.04795812156930805
2010-06-08,0.012219020138922976,0.012637719387354047,0.020730442557179433,0.01803954483020423,0.019345510189882224,0.012556795736975645,0.009658757112181346,0.03677106838221844,-0.03136944148791384,0.01435081581728872,0.042763890755340685
2010-06-09,0.02781254785699944,0.03716692090924442,0.027714454744152055,0.02786420946764029,0.04161878000281484,0.020590769926241172,0.020028813757952745,0.03991667618416791,-0.023069174299033948,0.016254863815943172,0.05509700178962115
2010-06-10,-0.02381722525133509,0.006237706848843886,0.007142321752236147,-0.015246613974349031,-0.0068638741791104685,-0.016702508818944785,0.0007439349136920759,0.007689581329186341,-0.05514384695586473,0.002643521946056453,0.034182567994506946
2010-06-11,-0.017978674529864187,0.027951123760992666,0.006440633614384268,-0.001282744047576875,0.0086392555136278,-0.005349507802926347,0.006287604392807703,0.01426652608857717,-0.029561146834208962,0.019912784798344386,0.036836745429087187
2010-06-14,-0.01394018535123172,0.0246799498000109,0.004727069650257657,0.001813855147974555,0.015217314047186384,-0.022976120196049728,0.014074512239131963,0.018405135436333736,-0.03877698158986623,0.01463490340384379,0.03136918397889774
2010-06-15,-0.04389028112887226,-0.0006086180119625091,-0.009167556783304527,-0.02828242779312248,-0.010156069854795231,-0.04665762627747788,-0.008666490625600393,-0.005910726744919002,-0.05908755149922997,0.007521755576844476,0.018802113155246606
2010-06-16,-0.0672362447951826,-0.044227539127838215,-0.033909179075272314,-0.05958650334212299,-0.03664043612876065,-0.07057005257518577,-0.04041114131813232,-0.02367990455016769,-0.08778296619304662,1.141721207212374e-05,-0.004881972077012587
2010-06-17,-0.05979689037403238,-0.043583316330536456,-0.030727668589495855,-0.05690460069407527,-0.030150448286914655,-0.060705380289615196,-0.03420869412166491,-0.01766157681974954,-0.07206800852382099,-0.007050716360658098,0.0032220859810615466
2010-06-18,-0.04336474787231829,-0.038492900481978495,-0.02814180361736992,-0.045345991377371726,-0.006157881933557466,-0.04084700067517354,-0.02769797761134306,-0.006641211628501213,-0.054751729001205354,0.00859007062043909,0.011239676639508325
2010-06-21,-0.05767847479685433,-0.05339197260973767,-0.0429427854979497,-0.049455959371462264,-0.015534445668273581,-0.05312842980535931,-0.032549276634426534,-0.007765328047287573,-0.06476616597424932,0.0003760255965111315,0.0026751143028678807
2010-06-22,-0.006144576938699671,-0.008956289854625895,-0.026714746978369196,0.005441995294087075,0.030801813809742958,0.010786326825862953,0.0027258936304743056,0.022085997930113375,-0.0124622834028568,0.022557715244343114,0.04366074577020241
2010-06-23,0.005967441563156852,0.0034399426038531815,-0.02295003580974491,0.029016698766755274,0.05061943502530623,0.021889842951824858,0.011330468705175307,0.03245253504223109,0.0025389764928903445,0.025364975369938803,0.05426642504441297
2010-06-24,0.03584188814897632,0.03516381330714388,-0.0013860315059872686,0.06279463340430931,0.08216730321646375,0.06821018102847683,0.037878154463977506,0.06088317279412942,0.04144658396070856,0.042671367158228134,0.06701686318059447
2010-06-25,0.028175949833388565,0.010870428565698727,-0.004837453647679617,0.04826294723024136,0.05933388786317779,0.04281882478179094,0.0414927056740052,0.059289609851117975,0.025633814417759117,0.05670754454982685,0.0770506235740091
2010-06-28,0.039569654465851915,0.01165597895852327,-0.016713494816893108,0.052563347374681615,0.06755817467430981,0.052784489458748134,0.03155987724283055,0.0532726701347155,0.026143037054140495,0.04275148925270212,0.06565699960750522
2010-06-29,0.07463581612797016,0.051579404657572325,0.0010542574109137785,0.08866962958608725,0.10427821401523772,0.07648768827289922,0.060397186439371565,0.0742674350493392,0.05732826528219458,0.04678549645744195,0.07058530079037015
